ID,Lien source,ImageURL,Prix,Features,Classe de performance énergétique,Classe d'émission à effet de serre,Description
62934384,https://immobilier.lefigaro.fr/annonces/annonce-62934384.html,"['https://lh3.googleusercontent.com/s-m-wS0tguCBfXPO3XbU2jSoZ8a9k13F8Jj6SgCE4ZI0p2e6XVll8DhSLgPGJruIE2ZuPduN-TFZND9kE_DDiwZxE6NUsWy8FpU5938=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/Y0YyYIu35EgkHXNo36BcDDBLm6D9qm2prcgIA_W5fPUOk6in1pUFOZ-aaWkAS1sr6DdzoA4KNO8peGvLJLuS5sPHx_88KE24CtyicoA=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/PLi_z3AjlsSEbr-BxyqH_vtLT5oYrUYozY6_kZgMseioLjFeIb_7LDgtR6fLy4v84k3RqhNK7imkgxogOxhRwU5vmHq6ApFcWYeDmw=rj-w940-h605-l80']",1 370 000,"65m² de surface, 4 pièces, 2 chambres, 2 salles de bain, chauffage électrique, Ascenseur, Balcon",G,C,"Paris 18ème - Sacré-Cœur - Haut LamarckEngel & Völkers vous propose cet appartement d'exception à quelques pas de la célèbre place du Tertre, vous offrant une vue imprenable sur les toits de Paris et du Sacré-Cœur. Au 6ème et dernier étage avec ascenseur d'un bel immeuble pierre de taille, le bien "
63281002,https://immobilier.lefigaro.fr/annonces/annonce-63281002.html,https://lh3.googleusercontent.com/x2x60v28FJ4LrFKH4vjpwE-leZ4DkhNFyF9Vs-QExRUDOMujbslWyjahUkc8LemzE5aL2j4lb4BY-Vn3FGfXxaJJ-J_HIjSmmMPLfA=rj-w940-h605-l80,1 365 000,"110.63m² de surface, 4 pièces, 3 chambres, 1 salle d'eau, gaz, Ascenseur, Interphone, Cave, Digicode",E,E,"Place de la Bourse  - Dans un bel immeuble en pierre de taille, un appartement de 111m² situé au 1er étage avec ascenseur comprenant une grande entrée, un salon, une cuisine indépendante, trois chambres dont deux sur cour, une salle de bains. Cave en sous-sol. Belle hauteur sous plafond, cheminée, m"
40378877,https://immobilier.lefigaro.fr/annonces/annonce-40378877.html,"['https://lh3.googleusercontent.com/-ivpKBYu_duo85m_hGCSDd6FT55dMdPFrnvd1ddJoH6xN5fw47YjoEPsBt8ojVSVduuWR9Snz8tvJSp01H4CfsUj-OLzf-GYU0fQtWE=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/WAmBUeCjgrmCOCXPlOmtj8nuTBXHNbr_w-d12Ico0l0C3jAFY32AuVo8v8oSXB2Lxcyeaf1tkVMaaRrj8loO1B7ipHXDPfnBNhMi0A=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/qYYGXomcg61tXCuKHDxxrwD_ksjgEmRUriRVkbl9PSvQy0WI3povFi4Na6S2PX-JEBjPDfb0QZ9FhLjilMEhCt1ytGf3dyU_UwURGQ=rj-w940-h605-l80']",1 380 000,"125m² de surface, 7 pièces, 5 chambres, 3 salles de bain, gaz, Exposition Sud-Est, Balcon",C,C,"Charmante maison d'environ 125m2 organisée sur 4 niveaux et bénéficiant de terrasses, située dans une voie privilégiée de la Mouzaïa. Au rez-de-chaussée surélevé: entrée, salon, salle à manger, cuisine ouverte, 2 terrasses. Au 1er étage : 2 chambres dont une avec salle d'eau et toilettes, rangements"
60950094,https://immobilier.lefigaro.fr/annonces/annonce-60950094.html,"['https://lh3.googleusercontent.com/vsuZu_8wfnz54MfgseA8dVx2J-mJXmhrTpTZE8K3aPoR1SnpOxk98VNd8fN2xl6khBB_YzkrzWeNfPzYptmH0dSEDUKUT97mgVWaag=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/3A3_4SdASks43dGkq_7NcD869L62-ZJHWwclpSo2QC8DD_Zh8My_h5Kj6DmMrWULXqxruoCMcBhUgMpiEIK7zHdoeD1L7cuZEHdoqC4=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/SdDX5Q9eyGe0X5cKDp_SPxpGFlaC6szRkSrPYi_on1w4L-knXMyC940B5S5EhKGZfCHXbo6rqECpKzSphhXyW2fLlST6w1ABTxySfP0=rj-w940-h605-l80']",1 373 000,"129.56m² de surface, 5 pièces, 3 chambres, 1 salle de bain, 1 salle d'eau, gaz, Cave, Cheminée",E,E,"Paris XVIe - Rue Desbordes Valmore - Grand Standing, 1er étage, trois chambres proche Rue Nicolo, au coeur d'une des rues résidentielles les plus recherchées du quartier, dans un immeuble de 1858 de grand standing aux élégantes parties communes, un appartement traversant de 130 m2 environ au premier"
62468534,https://immobilier.lefigaro.fr/annonces/annonce-62468534.html,"['https://lh3.googleusercontent.com/sJnB46HilJC2hwFTJjHQZ5C6hEXj_SmuI5LNm4qkUU5RSSpO9z00W2nVK3m1eL_usIMBLkoZ5SZEHGVp0bUOcbOUlLCOItJ3045Syw=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/ht1vd7-9BPhlKD00FAASTEli2jdACU0-5BkbjI9O9LE3T1LoCsMOT2h5iEbLhZcdgxJ3qfjduWGf2HIeKrQarzMIHq1PO0tiJrg1ig=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/YAU9U_GYa82oF8ZeajV0YAs9nQwxovLLAZfHgLgDp2xaxMbLsr54gevrwvVC1_5W8ikHSmho2l1Exn_56bhv-uaiqCvn9So_stglSQ=rj-w940-h605-l80']",1 380 000,"105m² de surface, 6 pièces, 4 chambres, 1 salle de bain, 1 salle d'eau, gaz, Exposition Nord-Est, Ascenseur, Balcon, Cave",E,E,"Duplex (6 pièces) de 111 m2 (105 m2 loi Carrez) au 5ème étage avec ascenseur. Cet appartement haussmannien saura vous séduire par son calme, sa luminosité (4 portes fenêtres avec un grand balcon filant) et le cachet de l'ancien (cheminées, parquet, moulures).Appartement en très bon état composé :"
63284296,https://immobilier.lefigaro.fr/annonces/annonce-63284296.html,"['https://lh3.googleusercontent.com/MERBjhUzNhnQUpUbMFDwm8mVAOyj9iGyo03ymUY6MRf_q-Zsf03-e0ETKBfKwZmzyWheGOC9gYnVVhF7C_ZjPudFlWLATVW6KQgy=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/WCQrK48Oj5rk0P1Q5P-ByAuIInzAfout1eoqchOJqpwJ5YHt9TL7eBWTr_DQN3u_kB_B-md8sFJN06xFb7D_lfPO6fjoOARVeoQNUg=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/5TNztE4f0TsaoSLAJaIWUdHUMvs8X4Y_q0bvF3vKdpRkK80T51de-2vJYjNz4qp_zGJYGnFqmXRKsXIVPpZzEyjGsUHBCQ_BRGGQNl4=rj-w940-h605-l80']",1 380 000,"134m² de surface, 4 pièces, 3 chambres, 2 salles d'eau, gaz, Terrasse, Digicode",E,E,"Paris XIVème, au pied du Métro Mouton-Duvernet, au fond d'une large cour, ancien atelier en RDC + 1 étage, actuellement divisé en deux : une partie habitation et une partie bureaux avec terrasse. Peu de murs porteurs, nombreuses possibilités d'aménagement, possibilité d'usage mixte. Clair et calme, "
50283812,https://immobilier.lefigaro.fr/annonces/annonce-50283812.html,"['https://lh3.googleusercontent.com/bHCSRuUmwKHbfsIvXb7sB4uw3qrV23FG-qfkJ0HGcayOGjKThmcdi9ehHGc3h-7YXEWbxNpytzOhJgxwEMfZEZqersRHx1DrQt8zCw=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/5B48vCBmJLOHLsjZd5loZfqxp_OFFubOkHnatZTQQ2lX1F0j_4JwTxAS5iLQtTnK1F6qWfaWioaBQd2Z9y7pu-tbx9U8a1OTY_dYUQ=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/HudJ2Z8VIPONXBHAZRMHS3cUK9gbBVg3hpQkTECBSjVGxIXRBEUJDXqN-zYZ1R61lFzRyvMEwHgR8RY2paVUcmyrA3cOdM1ftrdC=rj-w940-h605-l80']",1 380 000,"72m² de surface, 3 pièces, 1 chambre, 1 salle d'eau, gaz, Ascenseur, Cave, Digicode, Gardien",D,D,"Entre les rues de Bretagne et Rambuteau, dans un bel immeuble 1900 au 6ème et dernier étage avec ascenseur, cet appartement de 72m2 (70,51m2 Carrez) a été repensé par architecte et profite du calme de la cour.Une entrée mène à une grande pièce de vie dotée d'une cuisine ouverte avec un îlot, à un e"
40660895,https://immobilier.lefigaro.fr/annonces/annonce-40660895.html,"['https://lh3.googleusercontent.com/Jr5uMsTkLf1XevGlaJY86NKdJv6QizQQQGdBVIdj1ww54KjxfMN0W66Rczhy-0hbAWiqqheEUZ384dW2R8fwfEktiRBzsZUkaCCfRyQ=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/6yJSYeJd36Hn9Q84I9qjcNbTkQTX45bx7FwEfTQ3Xea-8h2OhgPks1u2nY8xcQJ_rQgRB-5pL7B8yb5AiRJKJQHMTidtzmweOtAqXsc=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/H0cGAEEpYYCGJvb__xygcX0RCYnqNX7M9od9PEmJHMYZtsrMuM5ER_cnUVH-_xpYv2y0oyWMcfFVeJSZB5Tp6zUwh0KEkJ8bn2TVhw=rj-w940-h605-l80']",1 375 000,"119.5m² de surface, 5 pièces, 4 chambres, 1 salle de bain, 1 salle d'eau, gaz, Ascenseur, Balcon, Parking",Non communiqué,Non communiqué,"Frais de notaire réduits !Face à la seine, venez profitez de vues panoramiques sur la rive droite et une partie de la rive gauche, de la cour St Emilion jusque la Tour Eiffel en passant par Montmartre, un observatoire niché au 12ème et dernier étage d'une résidence grand standing. Nous vous proposo"
62994896,https://immobilier.lefigaro.fr/annonces/annonce-62994896.html,"['https://lh3.googleusercontent.com/PVZkcdU2_nxCQtAjjHxa32EmyxDphNepGhi0VLTfJ6NnsVOeE-SDIJIUcAoeaGoWsq_Y6CHO4t32prsf1K3SUumqpdeX3lzAL_23Iw=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/p-ysvWNrfRnG_rSleX-gV6MfXJ9ATWyPfezDQd9j_XSn_g3qVcbX-IBNOW32TDsBFKNsFyYKQKlmAR8ECGN9bbBeHqSaqNxEB1snKQ=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/bM0zPtTEYt5xh1td_aqqxEsrzppr19Bl1KhaCPBChdXWxpZRWr2sPLfUtej_-CyqYGjAshkZcGO1QBtuncKYSTjdUgdGCeaKvSV5AA=rj-w940-h605-l80']",1 380 000,"73.5m² de surface, 2 pièces, 1 chambre, 1 salle de bain, Ascenseur, Climatisation, Jardin",B,A,"Au bout d'une voie privée idéalement située entre la Place Victor Hugo et la place du Trocadéro, rez de jardin en duplex d'un immeuble entièrement restructuré et rénové , magnifique appartement climatisé de 73,5 m2 à la vue dégagée et 10 m2 de jardin. Il se compose d'une entrée, un séjour baigné de "
62815378,https://immobilier.lefigaro.fr/annonces/annonce-62815378.html,"['https://lh3.googleusercontent.com/Gs5vrSvn0mn2k9zfHBLFlEm8vGNmc_dUzhm8YCH46sWwLeQToviXFjAAPW3976ilSfxCSzSPAbjmtpLhHkB106MBaQBfqAtwfzlQ4Vo=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/rK1H1yh7fxawN0xW80hivr4BKGMc7XwWBR6r9qioZ1KYZgnqp64hl78aJDzga5Pqq6bLZ39e7g_fpVyp_9czvooJC0-xyXm31JZujQ=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/W90Rp12afMJqfZtfCUPWqtUjG-Laq0YsPpNIg2igjBAysg0hX8zs6boYmnfCG30nexgRj_FP_OZ55QhZa8XwgyRukHQTysxBVLxy=rj-w940-h605-l80']",1 380 000,"142.2m² de surface, 6 pièces, 5 chambres, 1 salle de bain, 1 salle d'eau, chauffage électrique, Digicode",E,B,"EXCLUSIVITE - BATIGNOLLES ! Idéal famille ou profession libérale !Magnifique duplex 6/7 pièces de 136.6 m² comprenant: une entrée, un grand double séjour de 34 m² avec 4 fenêtres, une cuisine dinatoire, 5 chambres, un espace bureau, 3 salle de bains, 3 wc, cave.Appartement traversant sur rue et co"
63159278,https://immobilier.lefigaro.fr/annonces/annonce-63159278.html,"['https://lh3.googleusercontent.com/V83f-4o9BzwSPbWSEBVaOtI7GhRDX_iy2H5Gj9AwCaayhBHmn606LwH9dnqwLseRXL9-uP06dy5Ph5-W0m_L-3kIS6akbO7fRz7Y=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/7t9wUbGDDFL5UZC4_WZtr5dJoFdjd9wK77wwq7UrtwwuWoKWGuMPUf9nXlLdsGxlAfmCrQtfnc1nu1NShD6G7rADFXR9b6xMSb040w=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/6Ns-DoFp1Wf5Q034AK8-tJdV0_U52-s40p09T53Po8fNGqWoUtUbwXdCqlEN_VJpmQyH2Uyvh96LBaBNl8W0cm_gqNAcq_-QQbWkq3s=rj-w940-h605-l80']",1 390 000,"192m² de surface, 6 pièces, 3 chambres, 1 salle de bain, 1 salle d'eau, gaz, Exposition Sud-Est",D,D,"Paris 19ème / Canal de l'Ourcq / La Villette - Loft / Atelier 192 m² - Ancienne usine - 3 chambres. Idéalement situé à proximité du canal de l'Ourcq et du parc de la Villette au calme dans une ancienne usine (local commercial) entièrement restructurée en 2013, magnifique appartement-loft avec de bea"
62565674,https://immobilier.lefigaro.fr/annonces/annonce-62565674.html,"['https://lh3.googleusercontent.com/XzLh4Vlz_vYP3MQp8L9fNVFepVAZWvrEIIo73-HI2h44rjGt8NEwY9OgUDANfe9WkaUcgxVeNrLGeeymCfE3omKHn-Bvvs6AkacJvg=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/n7U2cA64fLNOyjOPdf7ebOWUS5uEy4_tj8qgv2Ve0jkqUgIozMtvUBMnYnAb6NtSPW4SKp1KGpYem-fqufXN4CyUMwGXKT_Ozw2E7w=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/YUUIy_I1b8BLssjPcamSZLMxECt3IXa7kXL9lP9RN2-VzOVDw55KLG0jUG1b0p9bU-ixG1O2iVBOOBvg_d9ize7kH8U4NXwlSd18F7M=rj-w940-h605-l80']",1 390 000,"85.73m² de surface, 5 pièces, 3 chambres, 1 salle de bain, gaz, Ascenseur, Cave, Cheminée",E,E,"Rue Vaneau, au fond d'une jolie cour arborée, au deuxième étage avec ascenseur d'un élégant immeuble fin XIXe récemment ravalé, bel appartement traversant de 85,73 m² aux volumes remarquables, lumineux et calme, ayant conservé ses ornements d'origine. Il se compose d'une entrée, d'une double récepti"
57143606,https://immobilier.lefigaro.fr/annonces/annonce-57143606.html,"['https://lh3.googleusercontent.com/lmwYAUcBUVDU8QDZV6l0e8ZXZtUWbB4KDU8x13xgB2w5J7okZUB3slUXyCsJ25qGnCdUntaVBcSGDeLFelRP6bWFNlTN3eJHHRhp4A=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/7UQ8VIwMTrFV13QwjEme7jqOD1_PCXjJGilfAXYBc21FQFsYnmluFJRou691v4XavTCEFJA7OaVec8o2z9GfFJxWjIqBTIopi-SA=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/r8Sd_D5AGEQqXfxFz7unr77-c9OISQnv1ih53s43wxr76UMiQXyBXUZnOTYuYJOGnjU7eEhPSLatiJrcClSDq2-WuUZc9nyEEVW_sA=rj-w940-h605-l80']",1 390 000,"110m² de surface, 5 pièces, Ascenseur, Cave",Non communiqué,Non communiqué,"Situé au sein d'une superbe résidence avec toît et serre potager, cour intérieure végétale, ce magnifique duplex est composé au premier niveau d'un séjour avec cuisine US, salle d'eau et wc et à l'étage au-dessus, 4 belles chambres , 1 dressing, 2 salles de bain et un wc.Nombreux rangements, appar"
61852346,https://immobilier.lefigaro.fr/annonces/annonce-61852346.html,"['https://lh3.googleusercontent.com/XJuW1_vE6WPo98m-JjZpUD61ayAOjoAGQGIi-RQDyd5Z2PQSwRO_EuRrDAr8DHdJxHtjt4amJmNCc-8UinGMar6Y5l0QJi-WtLF1azg=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/K5O1ZQQIz10AggK19Y6fISAH5aXchcUPFk7u9BBveeMtZZNdI0HnEITLPW9voehWHr58lXe_LIMw6XtsRuAsv8uW3k3r2fngr_QuXg=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/skym5xQZlRFmBBNtA9dpGZ2DobZ4sZxbgW6JASCwvjf39_xhxRJYgGZ5AHg7HJATtf86PRF5zsCB1JXoo4d9k9DORwAkmKjqZJZRNg=rj-w940-h605-l80']",1 390 000,"115m² de surface, 5 pièces, 3 chambres, 2 salles de bain, chauffage électrique, Exposition Nord-Est",E,B,"Immeuble ancien de standing bénéficiant des services d'un gardien, appartement familial d'environ 115m2 situé au 1er étage desservi par ascenseur, lumineux, à rénover, disposant du charme des éléments anciens ainsi que d'un bon plan. Entrée, séjour, salle à manger, cuisine séparée, 3 chambres de bel"
51278950,https://immobilier.lefigaro.fr/annonces/annonce-51278950.html,"['https://lh3.googleusercontent.com/Dy-GAVFmR8rfgbLRLyyRZG2PWwzLKgfpjDLmaI3xzlOkOGZYV5iKH6_59ao8ykqIRmgu2_7Sjt24eUI1vZMQQi-nU38tIivReMGp5A=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/cKJ_p0eyDjNVrZ4FE5vGpq4YauEbk_n9WVVhZHVDMK3Uuy1vhmG-aSKi1Zr6HGkO1UZIWA1KlxxbsbOaIVKTiiiHi-rwzXFConMD=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/-qpfy-oM1DIQKCm4FXILx8C6L6sZ2I-BUXjGCdFRV_zOPMHn3Y0HL5hAfEXRjaU13Xj3rsIfsSewiA0zw1XeBDkPgXy749Fy3RId-g=rj-w940-h605-l80']",1 380 000,"132m² de surface, 5 pièces, 3 chambres, 1 salle de bain, 1 salle d'eau, gaz, Exposition Sud-Ouest, Ascenseur, Interphone, Cave, Gardien",E,E,"Capifrance vous présente en exclusivité ce grand appartement bourgeois et familial, quartier Auteuil Michel Ange, de 132 m² au 3ème étage avec ascenseur plus une chambre de service de 8 m².Dans un immeuble de standing sécurisé, il se compose d'une belle galerie d'entrée, une double réception salon "
30683127,https://immobilier.lefigaro.fr/annonces/annonce-30683127.html,"['https://lh3.googleusercontent.com/3Qg0ssWEF1Bz-hzze55jJkfptL4TkA8YsymBlvaiBs4Sk8KyaQnp8yGm7RrKfl2uaR8fPCQKkaOaBIK_JafiypRO3-ma2tSafhAhXqk=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/3xcDcXHch-DIBtIR34qI1eGp-42Ifhs1GQhJNKLO-dkgr7B2HpPzOxP-bAmgRxLZESZjfehROM87UuxISMyRcE1RV9IpSII3b0p8=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/vKQ-3rDopsp1vgrpuxzs-Cyp74Ex77UGHXlza8JCkwcQgnd4mVsLM6goGTFVBg2ku5u_8JII89c20yQJhBO8vViRxm5Nn-eRYvtCtw=rj-w940-h605-l80']",1 390 000,"280m² de surface, 6 pièces, 3 chambres, 1 salle de bain",B,B,"Situé au Parc de Belleville, ce loft sur deux niveaux de 208 m2 habitables et 72 m² à rénover (268,36 m2 Carrez) offre de généreux volumes grâce aux 3,60 m de hauteur.L'entrée, au rez-de-chaussée ouvre sur une vaste pièce de vie de 83m2 prolongée par une cuisine semi-ouverte puis une première chamb"
62033762,https://immobilier.lefigaro.fr/annonces/annonce-62033762.html,"['https://lh3.googleusercontent.com/RN6V7YCbGJlIl6ExkyEKx0-ekMbX2NSGtsY9tx4YFgnaQb3tmEUf9FtguybseCvbI9Nc8ukI22ZdJ9zG_SzwfKDJ_h3gAOtDLHGa=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/nVy_PKMl5936Vl4gaOFBdPVB1zxEHyJBlfU2Eq598YRnZW7yCC4uaX6NsFFFgPjgaVA7rwsVlP4hKvMbVICWTmFqkTrDmNdqRHfVft4=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/CMOpAkSG6HBIZU9yeg6HlTVbdoM66UysxA1-c2ETrN4VEgiSFsFk8U0we-FkgZFYFb86keh1XS9Bg2ppd3zRKzIizbX8RkFYb4Sozg=rj-w940-h605-l80']",1 390 000,"110m² de surface, 4 pièces, 3 chambres, 1 salle de bain, salle d'eau, chauffage central, Exposition Ouest-Est, Cave, Digicode, Gardien, Cheminée, Interphone, Balcon, Ascenseur",F,F,"RARE 17ème, rue des Acacias, quartier de l'Etoile / Village St Ferdinand / Ternes.Bel appartement de 110 m² Carrez ayant conservé tous les attributs des appartements Haussmannien (Parquets point de Hongrie, cheminées en marbre, trumeaux, moulures, HSP 3 m), au 4ème étage avec ascenseur, comprenant "
61295142,https://immobilier.lefigaro.fr/annonces/annonce-61295142.html,"['https://lh3.googleusercontent.com/WVpREN7aiKVk7-kkPOSJr98GgjQlC8MMAmCg11Alx847D81D2eEin7lqSFYHzrNgDeb60Wr3icB-BMGBsIFRGelgonlZH-HtcLxzYO8=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/z2pa8wMbUCpsX1oQbUDkhnZ_kXdrpr3-XO6pZFTiSzaICpN-FweDsBc2bPxX5qWwD4vRDh5KRR1AwRm_YkTLq9sh3OOmp8X24Srxsg=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/81aDEJYEcUAbIQno7T-dKWW-aP8-iG_JFD5x11oRvcnZpymPIgJWuJrPe3T09Orh8fWieG64FtI7zQzlJM_XO-xDNC9UAvjALAhg=rj-w940-h605-l80']",1 390 000,"117m² de surface, 4 pièces, 2 chambres, 1 salle d'eau, Ascenseur, Cave",Non communiqué,Non communiqué,"Dans le 11e arrondissement, à l'orée du village Paul-Bert, un appartement de 117 m² au décor intact. L'immeuble d'angle, conçu en 1903 par l'architecte Albert Perrin, dans le cadre du concours des façades de la mairie de Paris, arbore une haute façade en pierre de taille habillée d'éléments décorati"
59980966,https://immobilier.lefigaro.fr/annonces/annonce-59980966.html,"['https://lh3.googleusercontent.com/6vzj8jRCyW0_37M53falDJh2Irw_6o8s4-n2T0vNAyLijb0wPk-MaRLY0qCssJ8g29phxl9-6YqJW5-5b2lveruuDM9hFaQc1lpu-mQ=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/vHr_2HGk1jX9CMbAme2N0-dhI6Z5Cut8nfn7jP_V3c6w-PfCZUuiaCr7EWboKhZAW28uyTMoZLkR-wRWHzAJBRCajOG8HvxPjLy3mg=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/ujAkkw4HK1JN1oVz-LIOXGuJlnKlxh5C8cTbSOnd4YeGtP8twhqvgfHVczZVpPCpS3OlnEFCML3Fgm-R-6Dg3p7uKeGEl1v9RErd=rj-w940-h605-l80']",1 390 000,"133m² de surface, 5 pièces, 3 chambres, 2 salles d'eau, Ascenseur, Interphone, Cave, Digicode, Parking",D,D,"Porte MaillotVenez découvrir cet appartement de 133m²  situé rue Gustave Charpentier.Le bien se compose d'une entrée avec rangements, d'une grande cuisine équipée, d'un bar ouvert sur un vaste séjour lumineux offrant une vue dégagée sur la place végétalisée de la Porte Maillot et la Tour Eiffel, 4"
59489020,https://immobilier.lefigaro.fr/annonces/annonce-59489020.html,"['https://lh3.googleusercontent.com/oxkBO-C6NjmxRwnkwgM_U-ovbW323AZOkRGGL0QjSyFqS7xBOFlML5aZv5q7b5e7QxBmmyvcv_kzxIIBqcX-yAjv1ktk2YnWvhYl=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/iagpsP7Xm9cistVXsjLbdSs87U7Gbn1abUgDA7RPStrJV1uclEIMwWLvUfQdbGtOTO9JiowvgJAy9cCK3Ru7KLOfUKHm8hNKjU5F=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/CASjHGtfYZwXjR6WZMgJT600dlm-R8MIVEkj46kL_G607_fRcdikIAHb03aYY6S217D3aLduxRelC1V-r-ndWxutXRrVo9uKTW-r=rj-w940-h605-l80']",1 390 000,"103m² de surface, 3 pièces, 2 chambres, 1 salle de bain, 1 salle d'eau, gaz",D,B,"Près du métro Rambuteau, dans un passage privé, un loft aux allures de galeries et aux volumes généreux. À proximité du métro Rambuteau, des commerces et des lieux culturels, le loft de 103 m² habitables est situé dans un passage privé discret et calme. L'espace principal est vaste et sa hauteur sou"
60809434,https://immobilier.lefigaro.fr/annonces/annonce-60809434.html,"['https://lh3.googleusercontent.com/mic1eznP3SRmYAa3JYT8T1skDrb-7e87tAeElsJbLimF5KhbtxbY9c0btuWJDxqMcN-FKnQwkn_II_2tl5it4Nf_qwP6G05NHEMa=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/x7Ha13TUh4JBG5SoBmpwRPVrprpqXyVuPg1FJHoUhN3FYoalZxLV0jAyppi9qDIySkK9yYJ9Y-TqbWKSgQ1wDKiWQgtiVePdHvmrAQ=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/Y-PYx9CWpUVOB22e5nuHryavxEdRz7RP8FWIQv04UZ0P6oVmHx9GbnZn0GImS0WpI-oSv_UGp_ckdMweVcpc6kp9x4ARzETzeFAGYQ=rj-w940-h605-l80']",1 390 000,"61m² de surface, 2 pièces, 1 chambre, 1 salle de bain, Exposition Nord",Non communiqué,Non communiqué,"Découvrez ce superbe appartement T2 de 61m², niché au 6ème étage d'une résidence haut de gamme sur le quai de Grenelle, au cœur du prestigieux 15ème arrondissement. Un véritable bijou au charme industriel contemporain, ce bien vous offre un art de vivre à la parisienne.Vous serez ébloui par la vue"
58796750,https://immobilier.lefigaro.fr/annonces/annonce-58796750.html,"['https://lh3.googleusercontent.com/0w9xA4z8oTSmoCvwvtMogMZA-jY5lM3m4fs2xI4Iz15wQks2r18kzpubvLbBdGq4NC-IjhA6AUQsQI035bahbv1rK3dtSgQ9IX11=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/5mJX6xsiypLCnJNP5vL_yed4hh55bhLHFj9jLzhlakw018LQCt_WeynhWP4Glp6pDMmC862d1VlKk9JZhSgR00bWuK02-ynwEH-YQ3I=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/hBmtXWCfdFN-j-QqFpQTYQNlwVtg2HYkufNOUgGbHwKtyLjJQx2CjqVdy7OZzUE4jTweYNeqIDRm6scvokYSLP1TK_QoqAyir-PZ140=rj-w940-h605-l80']",1 390 000,"64.56m² de surface, 2 pièces, 1 chambre, 1 salle d'eau, chauffage électrique, Interphone, Digicode",E,C,"Rue du Bac : Au calme sur cour, au second et dernier étage d'un bel immeuble ancien, élégant appartement d'une superficie de 64,56 m² loi Carrez (69 m² au sol) donnant sur une superbe terrasse (7,14 m²) végétalisée et exposée plein sud. Baigné de lumière et doté de beaux volumes , cet agréable appar"
52533424,https://immobilier.lefigaro.fr/annonces/annonce-52533424.html,"['https://lh3.googleusercontent.com/kAz0uSGI22TZ6dK_Z7rwGRsH2hYxCqC3TmqqHVXDd5bHw4cellZhjbaFEEj1IOOIZsdzStEmDLTW0sW8hz5jhhjFMlweB3r1yaw9HA=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/MV_Dmez6uZTs5x27r_abeHK1Q8DqxRQF2Mz5DVQI051byGpudFf0dhFpTIZCOOCIn52vVGdSDvc4O9EclIicLBQhI5FAfKgdhzPvcA=rj-w940-h605-l80', 'https://lh3.googleusercontent.com/FZ0dnuqRaLwB-2gEyG0dy1rMZ9TVISQhx7CuyNDUg74KAZevau8pbLv7QO6M5teSi07TVGT55CTAYorpcydili8T3UVTFY3uc4CU=rj-w940-h605-l80']",1 390 500,"116.52m² de surface, 5 pièces, 3 chambres, 2 salles de bain, 2 salles d'eau, gaz, Exposition Ouest-Est, Interphone, Cave, Cheminée",D,D,"Eugène vous propose dans les Batignolles, rue Nollet, dans un immeuble ancien de la fin du XVIIIème début XIXème, un appartement familiale de 110 m2 au sol (108,06 m2 carrez), traversant (triple exposition), ensoleillé, en très bon état, disposant de 3 chambres, 2 salles d'eau, 2 wc, situé au 3ème é"
